Year,MthAndYrCode,Trust,New_Hospital,Type,FourAndUnder_sum,FiveToTwelve_sum,OverTwelve_sum,Total_sum
2009/10,9-Sep,Southern,Daisy Hill,Type 1,"2,752.00",76,0,2828.00
2009/10,9-Sep,Southern,South Tyrone,Type 3,"1,378.00",0,0,1378.00
2009/10,9-Sep,Western,Altnagelvin Area,Type 1,"3,359.00","1,056.00",8,4423.00
2009/10,9-Sep,Western,South West Acute,Type 1,"1,951.00",163,0,2114.00
2009/10,9-Sep,Western,Tyrone County,Type 3,"1,075.00",0,0,1075.00
2009/10,9-Oct,Belfast,Belfast City,Type 1,"2,733.00",933,0,3666.00
2009/10,9-Oct,Belfast,Mater,Type 1,"2,724.00",622,3,3349.00
2009/10,9-Oct,Belfast,Royal Victoria & Royal Victoria (ENT & RAES),Type 1,"4,721.00",764,4,5489.00
2009/10,9-Oct,Belfast,RBHSC,Type 1,"2,324.00",190,0,2514.00
2009/10,9-Oct,Northern,Antrim Area,Type 1,"4,092.00","1,595.00",0,5687.00
2009/10,9-Oct,Northern,Causeway,Type 1,"3,189.00",258,3,3450.00
2009/10,9-Oct,Northern,Mid-Ulster,Type 2,"1,404.00",22,0,1426.00
2009/10,9-Oct,Northern,Whiteabbey,Type 2,"1,549.00",21,0,1570.00
2009/10,9-Oct,South Eastern,Ards MIU,Type 3,714,0,0,714.00
2009/10,9-Oct,South Eastern,Bangor MIU,Type 3,989,1,0,990.00
2009/10,9-Oct,South Eastern,Downe,Type 2,"1,811.00",109,0,1920.00
2009/10,9-Oct,South Eastern,Lagan Valley,Type 2,"2,462.00",284,5,2751.00
2009/10,9-Oct,South Eastern,Ulster,Type 1,"4,674.00","1,471.00",23,6168.00
2009/10,9-Oct,Southern,Armagh Community,Type 3,661,0,0,661.00
2009/10,9-Oct,Southern,Craigavon Area,Type 1,"5,294.00",707,0,6001.00
2009/10,9-Oct,Southern,Daisy Hill,Type 1,"2,655.00",146,0,2801.00
2009/10,9-Oct,Southern,South Tyrone,Type 3,"1,239.00",0,0,1239.00
2009/10,9-Oct,Western,Altnagelvin Area,Type 1,"3,269.00","1,285.00",8,4562.00
2009/10,9-Oct,Western,South West Acute,Type 1,"1,980.00",195,0,2175.00
2009/10,9-Oct,Western,Tyrone County,Type 3,"1,049.00",0,0,1049.00
2009/10,9-Nov,Belfast,Belfast City,Type 1,"2,601.00",970,9,3580.00
2009/10,9-Nov,Belfast,Mater,Type 1,"2,565.00",612,10,3187.00
2009/10,9-Nov,Belfast,Royal Victoria & Royal Victoria (ENT & RAES),Type 1,"4,521.00","1,172.00",17,5710.00
2009/10,9-Nov,Belfast,RBHSC,Type 1,"2,116.00",485,1,2602.00
2009/10,9-Nov,Northern,Antrim Area,Type 1,"3,419.00","1,813.00",44,5276.00
2009/10,9-Nov,Northern,Causeway,Type 1,"2,881.00",268,9,3158.00
2009/10,9-Nov,Northern,Mid-Ulster,Type 2,"1,258.00",27,0,1285.00
2009/10,9-Nov,Northern,Whiteabbey,Type 2,"1,411.00",14,0,1425.00
2009/10,9-Nov,South Eastern,Ards MIU,Type 3,655,0,0,655.00
2009/10,9-Nov,South Eastern,Bangor MIU,Type 3,910,0,0,910.00
2009/10,9-Nov,South Eastern,Downe,Type 2,"1,725.00",96,0,1821.00
2009/10,9-Nov,South Eastern,Lagan Valley,Type 2,"2,258.00",294,7,2559.00
2009/10,9-Nov,South Eastern,Ulster,Type 1,"4,459.00","1,279.00",117,5855.00
2009/10,9-Nov,Southern,Armagh Community,Type 3,514,0,0,514.00
2009/10,9-Nov,Southern,Craigavon Area,Type 1,"5,093.00",618,0,5711.00
2009/10,9-Nov,Southern,Daisy Hill,Type 1,"2,564.00",84,0,2648.00
2009/10,9-Nov,Southern,South Tyrone,Type 3,"1,141.00",0,0,1141.00
2009/10,9-Nov,Western,Altnagelvin Area,Type 1,"3,132.00","1,028.00",22,4182.00
2009/10,9-Nov,Western,South West Acute,Type 1,"1,888.00",152,0,2040.00
2009/10,9-Nov,Western,Tyrone County,Type 3,"1,033.00",0,0,1033.00
2009/10,9-Dec,Belfast,Belfast City,Type 1,"2,165.00","1,320.00",12,3497.00
2009/10,9-Dec,Belfast,Mater,Type 1,"2,398.00",872,46,3316.00
2009/10,9-Dec,Belfast,Royal Victoria & Royal Victoria (ENT & RAES),Type 1,"4,419.00","1,235.00",10,5664.00
2009/10,9-Dec,Belfast,RBHSC,Type 1,"2,329.00",635,0,2964.00
2009/10,9-Dec,Northern,Antrim Area,Type 1,"3,696.00","1,744.00",55,5495.00
2009/10,9-Dec,Northern,Causeway,Type 1,"2,834.00",488,16,3338.00
2009/10,9-Dec,Northern,Mid-Ulster,Type 2,"1,158.00",28,0,1186.00
2009/10,9-Dec,Northern,Whiteabbey,Type 2,"1,375.00",27,0,1402.00
2009/10,9-Dec,South Eastern,Ards MIU,Type 3,593,0,0,593.00
2009/10,9-Dec,South Eastern,Bangor MIU,Type 3,837,0,0,837.00
2009/10,9-Dec,South Eastern,Downe,Type 2,"1,609.00",116,1,1726.00
2009/10,9-Dec,South Eastern,Lagan Valley,Type 2,"2,205.00",320,23,2548.00
2009/10,9-Dec,South Eastern,Ulster,Type 1,"4,158.00","1,555.00",230,5943.00
2009/10,9-Dec,Southern,Armagh Community,Type 3,530,0,0,530.00
2009/10,9-Dec,Southern,Craigavon Area,Type 1,"4,986.00",762,0,5748.00
2009/10,9-Dec,Southern,Daisy Hill,Type 1,"2,645.00",137,0,2782.00
2009/10,9-Dec,Southern,South Tyrone,Type 3,"1,061.00",0,0,1061.00
2009/10,9-Dec,Western,Altnagelvin Area,Type 1,"3,222.00",954,6,4182.00
2009/10,9-Dec,Western,South West Acute,Type 1,"1,893.00",191,0,2084.00
2009/10,9-Dec,Western,Tyrone County,Type 3,983,3,0,986.00
2009/10,10-Jan,Belfast,Belfast City,Type 1,"2,127.00","1,252.00",77,3456.00
2009/10,10-Jan,Belfast,Mater,Type 1,"2,385.00",676,87,3148.00
2009/10,10-Jan,Belfast,Royal Victoria & Royal Victoria (ENT & RAES),Type 1,"4,117.00","1,383.00",146,5646.00
2009/10,10-Jan,Belfast,RBHSC,Type 1,"1,816.00",476,0,2292.00
2009/10,10-Jan,Northern,Antrim Area,Type 1,"3,642.00","1,654.00",132,5428.00
2009/10,10-Jan,Northern,Causeway,Type 1,"2,818.00",445,35,3298.00
2009/10,10-Jan,Northern,Mid-Ulster,Type 2,"1,142.00",36,0,1178.00
2009/10,10-Jan,Northern,Whiteabbey,Type 2,"1,421.00",29,0,1450.00
2009/10,10-Jan,South Eastern,Ards MIU,Type 3,597,0,0,597.00
2009/10,10-Jan,South Eastern,Bangor MIU,Type 3,844,0,0,844.00
2009/10,10-Jan,South Eastern,Downe,Type 2,"1,632.00",157,18,1807.00
2009/10,10-Jan,South Eastern,Lagan Valley,Type 2,"2,094.00",387,59,2540.00
2009/10,10-Jan,South Eastern,Ulster,Type 1,"4,219.00","1,344.00",265,5828.00
2009/10,10-Jan,Southern,Armagh Community,Type 3,540,0,0,540.00
2009/10,10-Jan,Southern,Craigavon Area,Type 1,"4,811.00",808,0,5619.00
2009/10,10-Jan,Southern,Daisy Hill,Type 1,"2,709.00",131,0,2840.00
2009/10,10-Jan,Southern,South Tyrone,Type 3,"1,124.00",0,0,1124.00
2009/10,10-Jan,Western,Altnagelvin Area,Type 1,"3,293.00","1,007.00",4,4304.00
2009/10,10-Jan,Western,South West Acute,Type 1,"1,952.00",164,0,2116.00
2009/10,10-Jan,Western,Tyrone County,Type 3,976,0,0,976.00
2009/10,10-Feb,Belfast,Belfast City,Type 1,"2,163.00",989,58,3210.00
2009/10,10-Feb,Belfast,Mater,Type 1,"2,132.00",611,97,2840.00
2009/10,10-Feb,Belfast,Royal Victoria & Royal Victoria (ENT & RAES),Type 1,"4,024.00","1,312.00",98,5434.00
2009/10,10-Feb,Belfast,RBHSC,Type 1,"1,996.00",394,0,2390.00
2009/10,10-Feb,Northern,Antrim Area,Type 1,"3,474.00","1,266.00",129,4869.00
2009/10,10-Feb,Northern,Causeway,Type 1,"2,638.00",300,4,2942.00
2009/10,10-Feb,Northern,Mid-Ulster,Type 2,"1,146.00",41,0,1187.00
2009/10,10-Feb,Northern,Whiteabbey,Type 2,"1,351.00",24,0,1375.00
2009/10,10-Feb,South Eastern,Ards MIU,Type 3,649,0,0,649.00
2009/10,10-Feb,South Eastern,Bangor MIU,Type 3,859,0,0,859.00
2009/10,10-Feb,South Eastern,Downe,Type 2,"1,458.00",119,6,1583.00
2009/10,10-Feb,South Eastern,Lagan Valley,Type 2,"1,860.00",424,46,2330.00
2009/10,10-Feb,South Eastern,Ulster,Type 1,"3,907.00","1,387.00",99,5393.00
2009/10,10-Feb,Southern,Armagh Community,Type 3,563,0,0,563.00
2009/10,10-Feb,Southern,Craigavon Area,Type 1,"4,601.00",670,0,5271.00
2009/10,10-Feb,Southern,Daisy Hill,Type 1,"2,350.00",201,0,2551.00
2009/10,10-Feb,Southern,South Tyrone,Type 3,"1,090.00",0,0,1090.00
2009/10,10-Feb,Western,Altnagelvin Area,Type 1,"3,216.00",723,1,3940.00
2009/10,10-Feb,Western,South West Acute,Type 1,"1,616.00",134,0,1750.00
2009/10,10-Feb,Western,Tyrone County,Type 3,906,0,0,906.00
2009/10,10-Mar,Belfast,Belfast City,Type 1,"2,218.00","1,309.00",113,3640.00
2009/10,10-Mar,Belfast,Mater,Type 1,"2,554.00",609,143,3306.00
2009/10,10-Mar,Belfast,Royal Victoria & Royal Victoria (ENT & RAES),Type 1,"4,796.00","1,204.00",259,6259.00
2009/10,10-Mar,Belfast,RBHSC,Type 1,"2,388.00",688,1,3077.00
2009/10,10-Mar,Northern,Antrim Area,Type 1,"3,509.00","1,951.00",342,5802.00
2009/10,10-Mar,Northern,Causeway,Type 1,"3,019.00",403,30,3452.00
2009/10,10-Mar,Northern,Mid-Ulster,Type 2,"1,422.00",43,0,1465.00
2009/10,10-Mar,Northern,Whiteabbey,Type 2,"1,566.00",23,0,1589.00
2009/10,10-Mar,South Eastern,Ards MIU,Type 3,797,0,0,797.00
2009/10,10-Mar,South Eastern,Bangor MIU,Type 3,"1,012.00",0,0,1012.00
2009/10,10-Mar,South Eastern,Downe,Type 2,"1,802.00",187,3,1992.00
2009/10,10-Mar,South Eastern,Lagan Valley,Type 2,"2,043.00",680,90,2813.00
2009/10,10-Mar,South Eastern,Ulster,Type 1,"4,489.00","1,424.00",250,6163.00
2009/10,10-Mar,Southern,Armagh Community,Type 3,663,0,0,663.00
2009/10,10-Mar,Southern,Craigavon Area,Type 1,"5,485.00","1,029.00",1,6515.00
2009/10,10-Mar,Southern,Daisy Hill,Type 1,"2,878.00",229,0,3107.00
2009/10,10-Mar,Southern,South Tyrone,Type 3,"1,400.00",0,0,1400.00
2009/10,10-Mar,Western,Altnagelvin Area,Type 1,"3,509.00","1,149.00",7,4665.00
2009/10,10-Mar,Western,South West Acute,Type 1,"2,072.00",141,0,2213.00
2009/10,10-Mar,Western,Tyrone County,Type 3,"1,107.00",1,0,1108.00
2010/11,10-Apr,Belfast,Belfast City,Type 1,"2,587.00","1,074.00",36,3697.00
2010/11,10-Apr,Belfast,Mater,Type 1,"2,542.00",752,98,3392.00
2010/11,10-Apr,Belfast,Royal Victoria & Royal Victoria (ENT & RAES),Type 1,"4,996.00","1,301.00",89,6386.00
2010/11,10-Apr,Belfast,RBHSC,Type 1,"2,360.00",542,0,2902.00
2010/11,10-Apr,Northern,Antrim Area,Type 1,"3,386.00","1,867.00",301,5554.00
2010/11,10-Apr,Northern,Causeway,Type 1,"3,286.00",409,34,3729.00
2010/11,10-Apr,Northern,Mid-Ulster,Type 2,"1,385.00",55,0,1440.00
2010/11,10-Apr,Northern,Whiteabbey,Type 2,"1,617.00",34,0,1651.00
2010/11,10-Apr,South Eastern,Ards MIU,Type 3,835,0,0,835.00
2010/11,10-Apr,South Eastern,Bangor MIU,Type 3,"1,051.00",0,0,1051.00
2010/11,10-Apr,South Eastern,Downe,Type 2,"1,876.00",135,0,2011.00
2010/11,10-Apr,South Eastern,Lagan Valley,Type 2,"2,368.00",340,33,2741.00
2010/11,10-Apr,South Eastern,Ulster,Type 1,"5,024.00","1,128.00",39,6191.00
2010/11,10-Apr,Southern,Armagh Community,Type 3,717,0,0,717.00
2010/11,10-Apr,Southern,Craigavon Area,Type 1,"5,334.00",920,0,6254.00
2010/11,10-Apr,Southern,Daisy Hill,Type 1,"2,896.00",236,0,3132.00
2010/11,10-Apr,Southern,South Tyrone,Type 3,"1,534.00",0,0,1534.00
2010/11,10-Apr,Western,Altnagelvin Area,Type 1,"3,519.00","1,167.00",5,4691.00
2010/11,10-Apr,Western,South West Acute,Type 1,"2,177.00",145,0,2322.00
2010/11,10-Apr,Western,Tyrone County,Type 3,"1,237.00",4,0,1241.00
2010/11,10-May,Belfast,Belfast City,Type 1,"2,620.00","1,054.00",72,3746.00
2010/11,10-May,Belfast,Mater,Type 1,"2,623.00",950,115,3688.00
2010/11,10-May,Belfast,Royal Victoria & Royal Victoria (ENT & RAES),Type 1,"4,928.00","1,220.00",176,6324.00
2010/11,10-May,Belfast,RBHSC,Type 1,"2,495.00",360,0,2855.00
2010/11,10-May,Northern,Antrim Area,Type 1,"3,743.00","2,069.00",240,6052.00
2010/11,10-May,Northern,Causeway,Type 1,"3,516.00",363,13,3892.00
2010/11,10-May,Northern,Mid-Ulster,Type 2,986,43,0,1029.00
2010/11,10-May,Northern,Mid-Ulster,Type 3,105,0,0,105.00
2010/11,10-May,Northern,Whiteabbey,Type 2,"1,079.00",18,0,1097.00
2010/11,10-May,Northern,Whiteabbey,Type 3,159,0,0,159.00
2010/11,10-May,South Eastern,Ards MIU,Type 3,849,0,0,849.00
2010/11,10-May,South Eastern,Bangor MIU,Type 3,"1,135.00",0,0,1135.00
2010/11,10-May,South Eastern,Downe,Type 2,"1,999.00",130,0,2129.00
2010/11,10-May,South Eastern,Lagan Valley,Type 2,"2,520.00",382,4,2906.00
2010/11,10-May,South Eastern,Ulster,Type 1,"5,212.00","1,398.00",37,6647.00
2010/11,10-May,Southern,Armagh Community,Type 3,736,0,0,736.00
2010/11,10-May,Southern,Craigavon Area,Type 1,"5,528.00",898,1,6427.00
2010/11,10-May,Southern,Daisy Hill,Type 1,"3,206.00",185,0,3391.00
2010/11,10-May,Southern,South Tyrone,Type 3,"1,675.00",0,0,1675.00
2010/11,10-May,Western,Altnagelvin Area,Type 1,"3,883.00",953,3,4839.00
2010/11,10-May,Western,South West Acute,Type 1,"2,205.00",251,0,2456.00
2010/11,10-May,Western,Tyrone County,Type 3,"1,341.00",0,0,1341.00
2010/11,10-Jun,Belfast,Belfast City,Type 1,"2,783.00",880,33,3696.00
2010/11,10-Jun,Belfast,Mater,Type 1,"2,517.00","1,019.00",113,3649.00
2010/11,10-Jun,Belfast,Royal Victoria & Royal Victoria (ENT & RAES),Type 1,"4,843.00","1,316.00",52,6211.00
2010/11,10-Jun,Belfast,RBHSC,Type 1,"2,425.00",226,0,2651.00
2010/11,10-Jun,Northern,Antrim Area,Type 1,"5,153.00","1,075.00",0,6228.00
2010/11,10-Jun,Northern,Causeway,Type 1,"3,589.00",292,1,3882.00
2010/11,10-Jun,Northern,Mid-Ulster,Type 3,552,0,0,552.00
2010/11,10-Jun,Northern,Whiteabbey,Type 3,743,0,0,743.00
2010/11,10-Jun,South Eastern,Ards MIU,Type 3,848,0,0,848.00
2010/11,10-Jun,South Eastern,Bangor MIU,Type 3,"1,099.00",0,0,1099.00
2010/11,10-Jun,South Eastern,Downe,Type 2,"1,904.00",92,0,1996.00
2010/11,10-Jun,South Eastern,Lagan Valley,Type 2,"2,628.00",234,4,2866.00
2010/11,10-Jun,South Eastern,Ulster,Type 1,"5,267.00","1,029.00",1,6297.00
2010/11,10-Jun,Southern,Armagh Community,Type 3,773,0,0,773.00
2010/11,10-Jun,Southern,Craigavon Area,Type 1,"5,391.00",857,0,6248.00
2010/11,10-Jun,Southern,Daisy Hill,Type 1,"3,142.00",110,0,3252.00
2010/11,10-Jun,Southern,South Tyrone,Type 3,"1,638.00",0,0,1638.00
2010/11,10-Jun,Western,Altnagelvin Area,Type 1,"3,553.00","1,173.00",5,4731.00
2010/11,10-Jun,Western,South West Acute,Type 1,"2,034.00",251,0,2285.00
2010/11,10-Jun,Western,Tyrone County,Type 3,"1,312.00",0,0,1312.00
2010/11,10-Jul,Belfast,Belfast City,Type 1,"2,839.00",734,5,3578.00
2010/11,10-Jul,Belfast,Mater,Type 1,"2,503.00","1,107.00",35,3645.00
2010/11,10-Jul,Belfast,Royal Victoria & Royal Victoria (ENT & RAES),Type 1,"4,987.00","1,040.00",41,6068.00
2010/11,10-Jul,Belfast,RBHSC,Type 1,"1,985.00",136,0,2121.00
2010/11,10-Jul,Northern,Antrim Area,Type 1,"4,643.00","1,518.00",24,6185.00
2010/11,10-Jul,Northern,Causeway,Type 1,"3,641.00",400,2,4043.00
2010/11,10-Jul,Northern,Mid-Ulster,Type 3,514,0,0,514.00
2010/11,10-Jul,Northern,Whiteabbey,Type 3,591,0,0,591.00
2010/11,10-Jul,South Eastern,Ards MIU,Type 3,730,0,0,730.00
2010/11,10-Jul,South Eastern,Bangor MIU,Type 3,994,0,0,994.00
2010/11,10-Jul,South Eastern,Downe,Type 2,"1,859.00",88,9,1956.00
2010/11,10-Jul,South Eastern,Lagan Valley,Type 2,"2,510.00",194,3,2707.00
2010/11,10-Jul,South Eastern,Ulster,Type 1,"5,119.00",840,0,5959.00
2010/11,10-Jul,Southern,Armagh Community,Type 3,622,0,0,622.00
2010/11,10-Jul,Southern,Craigavon Area,Type 1,"5,079.00",649,0,5728.00
2010/11,10-Jul,Southern,Daisy Hill,Type 1,"3,082.00",173,0,3255.00
2010/11,10-Jul,Southern,South Tyrone,Type 3,"1,499.00",0,0,1499.00
2010/11,10-Jul,Western,Altnagelvin Area,Type 1,"3,681.00",923,5,4609.00
2010/11,10-Jul,Western,South West Acute,Type 1,"2,117.00",211,0,2328.00
2010/11,10-Jul,Western,Tyrone County,Type 3,"1,231.00",4,0,1235.00
2010/11,10-Aug,Belfast,Belfast City,Type 1,"2,908.00",776,0,3684.00
2010/11,10-Aug,Belfast,Mater,Type 1,"2,652.00",884,95,3631.00
2010/11,10-Aug,Belfast,Royal Victoria & Royal Victoria (ENT & RAES),Type 1,"5,054.00","1,217.00",9,6280.00
2010/11,10-Aug,Belfast,RBHSC,Type 1,"1,943.00",361,1,2305.00
2010/11,10-Aug,Northern,Antrim Area,Type 1,"4,650.00","1,505.00",12,6167.00
2010/11,10-Aug,Northern,Causeway,Type 1,"3,596.00",499,14,4109.00
2010/11,10-Aug,Northern,Mid-Ulster,Type 3,496,0,0,496.00
2010/11,10-Aug,Northern,Whiteabbey,Type 3,676,0,0,676.00
2010/11,10-Aug,South Eastern,Ards MIU,Type 3,848,0,0,848.00
2010/11,10-Aug,South Eastern,Bangor MIU,Type 3,"1,124.00",0,0,1124.00
2010/11,10-Aug,South Eastern,Downe,Type 2,"1,968.00",81,0,2049.00
2010/11,10-Aug,South Eastern,Lagan Valley,Type 2,"2,604.00",200,0,2804.00
2010/11,10-Aug,South Eastern,Ulster,Type 1,"4,973.00","1,255.00",14,6242.00
2010/11,10-Aug,Southern,Armagh Community,Type 3,685,0,0,685.00
2010/11,10-Aug,Southern,Craigavon Area,Type 1,"5,196.00",811,0,6007.00
2010/11,10-Aug,Southern,Daisy Hill,Type 1,"3,027.00",161,0,3188.00
2010/11,10-Aug,Southern,South Tyrone,Type 3,"1,558.00",0,0,1558.00
2010/11,10-Aug,Western,Altnagelvin Area,Type 1,"3,548.00","1,109.00",1,4658.00
2010/11,10-Aug,Western,South West Acute,Type 1,"2,308.00",205,1,2514.00
2010/11,10-Aug,Western,Tyrone County,Type 3,"1,254.00",0,0,1254.00
2010/11,10-Sep,Belfast,Belfast City,Type 1,"2,746.00",805,24,3575.00
2010/11,10-Sep,Belfast,Mater,Type 1,"2,411.00",889,124,3424.00
2010/11,10-Sep,Belfast,Royal Victoria & Royal Victoria (ENT & RAES),Type 1,"5,166.00","1,223.00",20,6409.00
2010/11,10-Sep,Belfast,RBHSC,Type 1,"2,009.00",423,0,2432.00
2010/11,10-Sep,Northern,Antrim Area,Type 1,"4,216.00","1,832.00",56,6104.00
2010/11,10-Sep,Northern,Causeway,Type 1,"3,145.00",457,10,3612.00
2010/11,10-Sep,Northern,Mid-Ulster,Type 3,554,0,0,554.00
2010/11,10-Sep,Northern,Whiteabbey,Type 3,772,1,0,773.00
2010/11,10-Sep,South Eastern,Ards MIU,Type 3,778,0,0,778.00
2010/11,10-Sep,South Eastern,Bangor MIU,Type 3,"1,151.00",0,0,1151.00
2010/11,10-Sep,South Eastern,Downe,Type 2,"1,635.00",166,25,1826.00
2010/11,10-Sep,South Eastern,Lagan Valley,Type 2,"2,451.00",224,6,2681.00
2010/11,10-Sep,South Eastern,Ulster,Type 1,"4,896.00","1,225.00",48,6169.00
2010/11,10-Sep,Southern,Armagh Community,Type 3,688,0,0,688.00
2010/11,10-Sep,Southern,Craigavon Area,Type 1,"4,994.00",904,0,5898.00
2010/11,10-Sep,Southern,Daisy Hill,Type 1,"2,788.00",137,0,2925.00
2010/11,10-Sep,Southern,South Tyrone,Type 3,"1,445.00",0,0,1445.00
2010/11,10-Sep,Western,Altnagelvin Area,Type 1,"3,272.00","1,133.00",6,4411.00
2010/11,10-Sep,Western,South West Acute,Type 1,"2,040.00",84,1,2125.00
2010/11,10-Sep,Western,Tyrone County,Type 3,"1,246.00",0,0,1246.00
2010/11,10-Oct,Belfast,Belfast City,Type 1,"2,693.00","1,122.00",44,3859.00
2010/11,10-Oct,Belfast,Mater,Type 1,"2,594.00",874,83,3551.00
2010/11,10-Oct,Belfast,Royal Victoria & Royal Victoria (ENT & RAES),Type 1,"4,620.00","1,322.00",62,6004.00
2010/11,10-Oct,Belfast,RBHSC,Type 1,"2,085.00",369,0,2454.00
2010/11,10-Oct,Northern,Antrim Area,Type 1,"4,108.00","1,960.00",92,6160.00
2010/11,10-Oct,Northern,Causeway,Type 1,"3,098.00",465,24,3587.00
2010/11,10-Oct,Northern,Mid-Ulster,Type 3,506,0,0,506.00
2010/11,10-Oct,Northern,Whiteabbey,Type 3,707,0,0,707.00
2010/11,10-Oct,South Eastern,Ards MIU,Type 3,679,0,0,679.00
2010/11,10-Oct,South Eastern,Bangor MIU,Type 3,997,0,0,997.00
2010/11,10-Oct,South Eastern,Downe,Type 2,"1,639.00",120,5,1764.00
2010/11,10-Oct,South Eastern,Lagan Valley,Type 2,"2,500.00",302,3,2805.00
2010/11,10-Oct,South Eastern,Ulster,Type 1,"4,895.00","1,216.00",69,6180.00
2010/11,10-Oct,Southern,Armagh Community,Type 3,613,0,0,613.00
2010/11,10-Oct,Southern,Craigavon Area,Type 1,"5,000.00",949,0,5949.00
2010/11,10-Oct,Southern,Daisy Hill,Type 1,"2,883.00",86,0,2969.00
2010/11,10-Oct,Southern,South Tyrone,Type 3,"1,387.00",0,0,1387.00
2010/11,10-Oct,Western,Altnagelvin Area,Type 1,"3,472.00","1,001.00",3,4476.00
2010/11,10-Oct,Western,South West Acute,Type 1,"2,113.00",90,0,2203.00
2010/11,10-Oct,Western,Tyrone County,Type 3,"1,150.00",0,0,1150.00
2010/11,10-Nov,Belfast,Belfast City,Type 1,"2,414.00","1,032.00",91,3537.00
2010/11,10-Nov,Belfast,Mater,Type 1,"2,249.00",864,160,3273.00
